,point_timestamp,point_value
0,2021-01-11,7312504.0
1,2021-01-18,7903107.0
2,2021-01-25,8376171.0
3,2021-02-01,6440786.0
4,2021-02-08,7267653.0
5,2021-02-15,7907051.0
6,2021-02-22,8320562.0
7,2021-03-01,6271015.0
8,2021-03-08,7213831.0
9,2021-03-15,7825411.0
10,2021-03-22,8253185.0
11,2021-03-29,8374123.0
12,2021-04-05,7004595.0
13,2021-04-12,7700658.0
14,2021-04-19,8245303.0
15,2021-04-26,8507232.0
16,2021-05-03,6931485.0
17,2021-05-10,7687782.0
18,2021-05-17,8187148.0
19,2021-05-24,8586299.0
20,2021-05-31,8635373.0
21,2021-06-07,7257620.0
22,2021-06-14,8036098.0
23,2021-06-21,8582487.0
24,2021-06-28,8786461.0
25,2021-07-05,7462244.0
26,2021-07-12,7993143.0
27,2021-07-19,8504759.0
28,2021-07-26,8899004.0
29,2021-08-02,7193594.0
30,2021-08-09,8542699.0
31,2021-08-16,9390445.0
32,2021-08-23,10275528.0
33,2021-08-30,10412450.0
34,2021-09-06,7982567.0
35,2021-09-13,8788194.0
36,2021-09-20,9338953.0
37,2021-09-27,9638866.0
38,2021-10-04,7649180.0
39,2021-10-11,8438143.0
40,2021-10-18,9126227.0
41,2021-10-25,9640369.0
42,2021-11-01,7273400.0
43,2021-11-08,8197997.0
44,2021-11-15,8880845.0
45,2021-11-22,9466124.0
46,2021-11-29,9569838.0
47,2021-12-06,8068219.0
48,2021-12-13,8711736.0
49,2021-12-20,9127091.0
50,2021-12-27,9395938.0
51,2022-01-03,6901946.0
52,2022-01-10,8001463.0
53,2022-01-17,8741565.0
54,2022-01-24,9399657.0
55,2022-01-31,9471669.0
56,2022-02-07,8262678.0
57,2022-02-14,9132246.0
58,2022-02-21,9692778.0
59,2022-02-28,9746562.0
60,2022-03-07,8350943.0
61,2022-03-14,9239455.0
62,2022-03-21,9868915.0
63,2022-03-28,10176949.0
64,2022-04-04,8357851.0
65,2022-04-11,9230043.0
66,2022-04-18,9895095.0
67,2022-04-25,10341067.0
68,2022-05-02,8216163.0
69,2022-05-09,9186854.0
70,2022-05-16,9848439.0
71,2022-05-23,10412884.0
72,2022-05-30,10590725.0
73,2022-06-06,9403700.0
74,2022-06-13,10238491.0
