,point_timestamp,point_value
0,2020-04-27,78.702278
1,2020-05-04,78.547686
2,2020-05-11,78.028406
3,2020-05-18,78.215871
4,2020-05-25,79.057359
5,2020-06-01,79.828232
6,2020-06-08,79.186513
7,2020-06-15,78.032266
8,2020-06-22,78.097648
9,2020-06-29,78.679122
10,2020-07-06,78.691699
11,2020-07-13,79.949609
12,2020-07-20,80.148555
13,2020-07-27,80.427979
14,2020-08-03,80.112722
15,2020-08-10,80.035446
16,2020-08-17,80.397222
17,2020-08-24,80.297913
18,2020-08-31,80.59542
19,2020-09-07,80.161587
20,2020-09-14,80.22015
21,2020-09-21,79.06819
22,2020-09-28,79.155395
23,2020-10-05,79.318498
24,2020-10-12,79.574773
25,2020-10-19,79.898301
26,2020-10-26,79.206281
27,2020-11-02,78.984785
28,2020-11-09,78.615135
29,2020-11-16,78.236294
30,2020-11-23,77.801182
31,2020-11-30,77.547191
32,2020-12-07,76.499736
33,2020-12-14,76.694157
34,2020-12-21,75.936817
35,2020-12-28,75.099291
36,2021-01-04,73.754424
37,2021-01-11,74.220852
38,2021-01-18,74.694431
39,2021-01-25,74.867343
40,2021-02-01,75.351315
41,2021-02-08,73.599728
42,2021-02-15,73.78861
43,2021-02-22,75.080977
44,2021-03-01,74.459345
45,2021-03-08,75.030382
46,2021-03-15,74.743048
47,2021-03-22,76.132089
48,2021-03-29,77.851842
49,2021-04-05,78.210997
50,2021-04-12,79.182914
51,2021-04-19,79.685594
52,2021-04-26,78.648129
53,2021-05-03,78.6919
54,2021-05-10,76.494398
55,2021-05-17,77.053404
56,2021-05-24,77.827815
57,2021-05-31,77.895648
58,2021-06-07,78.065612
59,2021-06-14,77.588412
60,2021-06-21,77.499396
61,2021-06-28,78.137393
62,2021-07-05,77.913866
63,2021-07-12,78.048408
64,2021-07-19,78.26517
65,2021-07-26,78.297928
66,2021-08-02,77.377983
67,2021-08-09,78.40213
68,2021-08-16,79.285245
69,2021-08-23,79.64282
70,2021-08-30,79.602005
71,2021-09-06,79.117329
72,2021-09-13,80.3618
73,2021-09-20,80.469374
74,2021-09-27,80.629811
75,2021-10-04,80.657044
76,2021-10-11,80.870839
77,2021-10-18,80.168606
78,2021-10-25,80.150207
79,2021-11-01,80.359825
80,2021-11-08,80.092263
81,2021-11-15,79.778066
82,2021-11-22,79.086562
83,2021-11-29,80.331708
84,2021-12-06,79.721078
85,2021-12-13,79.49258
86,2021-12-20,80.385122
87,2021-12-27,81.260127
88,2022-01-03,80.970077
89,2022-01-10,80.989896
90,2022-01-17,80.77856
91,2022-01-24,81.019456
92,2022-01-31,82.475511
93,2022-02-07,82.81616
94,2022-02-14,82.364046
95,2022-02-21,81.896505
96,2022-02-28,81.582841
97,2022-03-07,79.855086
98,2022-03-14,80.75589
99,2022-03-21,81.179954
100,2022-03-28,81.120868
101,2022-04-04,79.938237
102,2022-04-11,81.093285
103,2022-04-18,81.618759
104,2022-04-25,81.503085
105,2022-05-02,82.382911
106,2022-05-09,80.733674
107,2022-05-16,81.16335
108,2022-05-23,82.187984
109,2022-05-30,80.305127
110,2022-06-06,79.880635
111,2022-06-13,79.948841
112,2022-06-20,79.291599
113,2022-06-27,78.078442
114,2022-07-04,78.138468
115,2022-07-11,79.312976
116,2022-07-18,79.640041
