,point_timestamp,point_value
0,2016-08-01,13979.0
1,2016-08-08,14437.0
2,2016-08-15,14590.0
3,2016-08-22,14507.0
4,2016-08-29,13952.0
5,2016-09-05,13952.0
6,2016-09-12,11953.0
7,2016-09-19,14701.0
8,2016-09-26,13819.0
9,2016-10-03,18639.0
10,2016-10-10,17531.0
11,2016-10-17,21325.0
12,2016-10-24,24781.0
13,2016-10-31,23350.0
14,2016-11-07,22950.0
15,2016-11-14,25382.0
16,2016-11-21,23939.0
17,2016-11-28,25379.0
18,2016-12-05,16953.0
19,2016-12-12,17230.0
20,2016-12-19,13030.0
21,2016-12-26,8980.0
22,2017-01-02,12221.0
23,2017-01-09,12581.0
24,2017-01-16,12423.0
25,2017-01-23,14145.0
26,2017-01-30,12610.0
27,2017-02-06,13634.0
28,2017-02-13,14776.0
29,2017-02-20,12801.0
30,2017-02-27,13198.0
31,2017-03-06,13672.0
32,2017-03-13,13187.0
33,2017-03-20,14454.0
34,2017-03-27,14607.0
35,2017-04-03,14076.0
36,2017-04-10,13012.0
37,2017-04-17,12996.0
38,2017-04-24,14403.0
39,2017-05-01,12988.0
40,2017-05-08,10723.0
41,2017-05-15,14111.0
42,2017-05-22,11742.0
43,2017-05-29,11915.0
44,2017-06-05,12064.0
45,2017-06-12,11953.0
46,2017-06-19,11672.0
47,2017-06-26,14970.0
48,2017-07-03,13952.0
49,2017-07-10,14385.0
50,2017-07-17,13930.0
51,2017-07-24,
52,2017-07-31,4514.0
