,point_timestamp,point_value
0,2016-08-01,48.329033
1,2016-08-08,49.234187
2,2016-08-15,49.201185
3,2016-08-22,49.416631
4,2016-08-29,49.751244
5,2016-09-05,50.266362
6,2016-09-12,50.98986
7,2016-09-19,50.567295
8,2016-09-26,48.224725
9,2016-10-03,46.272035
10,2016-10-10,51.639595
11,2016-10-17,56.458746
12,2016-10-24,58.977286
13,2016-10-31,59.171621
14,2016-11-07,54.515735
15,2016-11-14,46.35986
16,2016-11-21,47.164076
17,2016-11-28,44.559977
18,2016-12-05,43.146586
19,2016-12-12,43.82506
20,2016-12-19,45.969699
21,2016-12-26,49.183712
22,2017-01-02,47.334376
23,2017-01-09,48.136535
24,2017-01-16,49.115733
25,2017-01-23,48.834386
26,2017-01-30,49.48608
27,2017-02-06,50.082739
28,2017-02-13,51.009674
29,2017-02-20,49.950564
30,2017-02-27,50.145715
31,2017-03-06,51.081856
32,2017-03-13,50.991168
33,2017-03-20,53.332924
34,2017-03-27,51.077625
35,2017-04-03,52.030995
36,2017-04-10,50.830176
37,2017-04-17,51.130916
38,2017-04-24,51.368116
39,2017-05-01,50.637713
40,2017-05-08,46.769925
41,2017-05-15,46.705461
42,2017-05-22,46.020737
43,2017-05-29,49.446599
44,2017-06-05,48.396683
45,2017-06-12,50.717467
46,2017-06-19,50.567295
47,2017-06-26,51.74153
48,2017-07-03,52.776544
49,2017-07-10,50.98986
50,2017-07-17,49.374031
51,2017-07-24,
52,2017-07-31,48.821484
