,point_timestamp,point_value
0,2018-01-01,0.0088077917393134
1,2018-02-01,0.0086944584267606
2,2018-03-01,0.0052338714120434
3,2018-04-01,0.0070964950237992
4,2018-05-01,0.007897261790538
5,2018-06-01,0.0086303803894549
6,2018-07-01,0.0102452244034635
7,2018-08-01,0.008037908037908
8,2018-09-01,0.0091115250668178
9,2018-10-01,0.0076450473992938
10,2018-11-01,0.0068098220499055
11,2018-12-01,0.0070238222412135
12,2019-01-01,0.0085291828793774
13,2019-02-01,0.0073838176027957
14,2019-03-01,0.0025307860868491
15,2019-04-01,0.0075772294540509
16,2019-05-01,0.0061674822269411
17,2019-06-01,0.0006234731529607
18,2019-07-01,0.0095768317286819
19,2019-08-01,0.0091996553297176
20,2019-09-01,0.0099688788806517
21,2019-10-01,0.009230592821924
22,2019-11-01,0.0107076768293778
23,2019-12-01,0.0097293118844211
24,2020-01-01,0.0098263155626427
