,point_timestamp,point_value
0,1997-01-01,3.45
1,1997-02-01,2.15
2,1997-03-01,1.89
3,1997-04-01,2.03
4,1997-05-01,2.25
5,1997-06-01,2.2
6,1997-07-01,2.19
7,1997-08-01,2.49
8,1997-09-01,2.88
9,1997-10-01,3.07
10,1997-11-01,3.01
11,1997-12-01,2.35
12,1998-01-01,2.09
13,1998-02-01,2.23
14,1998-03-01,2.24
15,1998-04-01,2.43
16,1998-05-01,2.14
17,1998-06-01,2.17
18,1998-07-01,2.17
19,1998-08-01,1.85
20,1998-09-01,2.02
21,1998-10-01,1.91
22,1998-11-01,2.12
23,1998-12-01,1.72
24,1999-01-01,1.85
25,1999-02-01,1.77
26,1999-03-01,1.79
27,1999-04-01,2.15
28,1999-05-01,2.26
29,1999-06-01,2.3
30,1999-07-01,2.31
31,1999-08-01,2.8
32,1999-09-01,2.55
33,1999-10-01,2.73
34,1999-11-01,2.37
35,1999-12-01,2.36
36,2000-01-01,2.42
37,2000-02-01,2.66
38,2000-03-01,2.79
39,2000-04-01,3.04
40,2000-05-01,3.59
41,2000-06-01,4.29
42,2000-07-01,3.99
43,2000-08-01,4.43
44,2000-09-01,5.06
45,2000-10-01,5.02
46,2000-11-01,5.52
47,2000-12-01,8.9
48,2001-01-01,8.17
49,2001-02-01,5.61
50,2001-03-01,5.23
51,2001-04-01,5.19
52,2001-05-01,4.19
53,2001-06-01,3.72
54,2001-07-01,3.11
55,2001-08-01,2.97
56,2001-09-01,2.19
57,2001-10-01,2.46
58,2001-11-01,2.34
59,2001-12-01,2.3
60,2002-01-01,2.32
61,2002-02-01,2.32
62,2002-03-01,3.03
63,2002-04-01,3.43
64,2002-05-01,3.5
65,2002-06-01,3.26
66,2002-07-01,2.99
67,2002-08-01,3.09
68,2002-09-01,3.55
69,2002-10-01,4.13
70,2002-11-01,4.04
71,2002-12-01,4.74
72,2003-01-01,5.43
73,2003-02-01,7.71
74,2003-03-01,5.93
75,2003-04-01,5.26
76,2003-05-01,5.81
77,2003-06-01,5.82
78,2003-07-01,5.03
79,2003-08-01,4.99
80,2003-09-01,4.62
81,2003-10-01,4.63
82,2003-11-01,4.47
83,2003-12-01,6.13
84,2004-01-01,6.14
85,2004-02-01,5.37
86,2004-03-01,5.39
87,2004-04-01,5.71
88,2004-05-01,6.33
89,2004-06-01,6.27
90,2004-07-01,5.93
91,2004-08-01,5.41
92,2004-09-01,5.15
93,2004-10-01,6.35
94,2004-11-01,6.17
95,2004-12-01,6.58
96,2005-01-01,6.15
97,2005-02-01,6.14
98,2005-03-01,6.96
99,2005-04-01,7.16
100,2005-05-01,6.47
101,2005-06-01,7.18
102,2005-07-01,7.63
103,2005-08-01,9.53
104,2005-09-01,11.75
105,2005-10-01,13.42
106,2005-11-01,10.3
107,2005-12-01,13.05
108,2006-01-01,8.69
109,2006-02-01,7.54
110,2006-03-01,6.89
111,2006-04-01,7.16
112,2006-05-01,6.25
113,2006-06-01,6.21
114,2006-07-01,6.17
