,point_timestamp,point_value
0,2019-07-14,6
1,2019-07-15,7
2,2019-07-16,6
3,2019-07-17,6
4,2019-07-18,7
5,2019-07-19,6
6,2019-07-20,7
7,2019-07-21,6
8,2019-07-22,6
9,2019-07-23,6
10,2019-07-24,6
11,2019-07-25,6
12,2019-07-26,6
13,2019-07-27,6
14,2019-07-28,6
15,2019-07-29,6
16,2019-07-30,6
17,2019-07-31,7
18,2019-08-01,6
19,2019-08-02,6
20,2019-08-03,6
21,2019-08-04,6
22,2019-08-05,7
23,2019-08-06,6
24,2019-08-07,6
25,2019-08-08,6
26,2019-08-09,6
27,2019-08-10,6
28,2019-08-11,6
29,2019-08-12,7
30,2019-08-13,6
31,2019-08-14,7
32,2019-08-15,6
33,2019-08-16,7
34,2019-08-17,7
35,2019-08-18,6
36,2019-08-19,7
37,2019-08-20,6
38,2019-08-21,7
39,2019-08-22,7
40,2019-08-23,6
41,2019-08-24,6
42,2019-08-25,6
43,2019-08-26,6
44,2019-08-27,7
45,2019-08-28,6
46,2019-08-29,6
47,2019-08-30,7
48,2019-08-31,6
49,2019-09-01,6
50,2019-09-02,6
51,2019-09-03,6
52,2019-09-04,7
53,2019-09-05,6
54,2019-09-06,7
55,2019-09-07,7
56,2019-09-08,6
57,2019-09-09,7
58,2019-09-10,7
59,2019-09-11,6
60,2019-09-12,6
61,2019-09-13,6
62,2019-09-14,6
63,2019-09-15,6
64,2019-09-16,6
65,2019-09-17,6
66,2019-09-18,8
67,2019-09-19,7
68,2019-09-20,6
69,2019-09-21,6
70,2019-09-22,7
71,2019-09-23,8
72,2019-09-24,7
73,2019-09-25,6
74,2019-09-26,6
75,2019-09-27,6
76,2019-09-28,7
77,2019-09-29,6
78,2019-09-30,6
79,2019-10-01,6
80,2019-10-02,6
81,2019-10-03,6
82,2019-10-04,7
83,2019-10-05,6
84,2019-10-06,7
85,2019-10-07,7
86,2019-10-08,6
87,2019-10-09,6
88,2019-10-10,7
89,2019-10-11,6
90,2019-10-12,6
91,2019-10-13,6
92,2019-10-14,8
93,2019-10-15,8
94,2019-10-16,8
95,2019-10-17,6
96,2019-10-18,7
97,2019-10-19,6
98,2019-10-20,6
99,2019-10-21,8
100,2019-10-22,6
101,2019-10-23,7
102,2019-10-24,7
103,2019-10-25,8
104,2019-10-26,7
105,2019-10-27,8
106,2019-10-28,7
107,2019-10-29,7
108,2019-10-30,8
109,2019-10-31,8
110,2019-11-01,7
111,2019-11-02,8
112,2019-11-03,7
113,2019-11-04,7
114,2019-11-05,7
115,2019-11-06,7
116,2019-11-07,8
117,2019-11-08,7
118,2019-11-09,7
119,2019-11-10,8
120,2019-11-11,7
121,2019-11-12,7
122,2019-11-13,7
123,2019-11-14,8
124,2019-11-15,7
125,2019-11-16,8
126,2019-11-17,7
127,2019-11-18,8
128,2019-11-19,8
129,2019-11-20,8
130,2019-11-21,7
131,2019-11-22,7
132,2019-11-23,8
133,2019-11-24,8
134,2019-11-25,8
135,2019-11-26,7
136,2019-11-27,8
137,2019-11-28,8
138,2019-11-29,7
139,2019-11-30,7
140,2019-12-01,7
141,2019-12-02,8
142,2019-12-03,7
143,2019-12-04,8
144,2019-12-05,7
