,point_timestamp,point_value
0,2021-07-07,3
1,2021-07-08,0
2,2021-07-09,0
3,2021-07-10,0
4,2021-07-11,0
5,2021-07-12,0
6,2021-07-13,0
7,2021-07-14,0
8,2021-07-15,3
9,2021-07-16,0
10,2021-07-17,0
11,2021-07-18,0
12,2021-07-19,0
13,2021-07-20,0
14,2021-07-21,0
15,2021-07-22,0
16,2021-07-23,0
17,2021-07-24,0
18,2021-07-25,0
19,2021-07-26,0
20,2021-07-27,0
21,2021-07-28,0
22,2021-07-29,0
23,2021-07-30,0
24,2021-07-31,0
25,2021-08-01,0
26,2021-08-02,0
27,2021-08-03,0
28,2021-08-04,0
29,2021-08-05,0
30,2021-08-06,0
31,2021-08-07,0
32,2021-08-08,0
33,2021-08-09,0
34,2021-08-10,0
35,2021-08-11,0
36,2021-08-12,0
37,2021-08-13,0
38,2021-08-14,0
39,2021-08-15,0
40,2021-08-16,2
41,2021-08-17,0
42,2021-08-18,2
43,2021-08-19,1
44,2021-08-20,33
45,2021-08-21,53
46,2021-08-22,53
47,2021-08-23,111
48,2021-08-24,114
49,2021-08-25,129
50,2021-08-26,101
51,2021-08-27,87
52,2021-08-28,46
53,2021-08-29,55
54,2021-08-30,111
55,2021-08-31,116
56,2021-09-01,95
57,2021-09-02,113
58,2021-09-03,78
59,2021-09-04,53
60,2021-09-05,62
61,2021-09-06,166
62,2021-09-07,175
63,2021-09-08,191
64,2021-09-09,170
65,2021-09-10,17003
66,2021-09-11,16808
67,2021-09-12,15667
68,2021-09-13,15603
69,2021-09-14,15177
70,2021-09-15,14989
71,2021-09-16,14752
72,2021-09-17,14409
73,2021-09-18,13920
