,point_timestamp,point_value
0,2022-02-21,10554
1,2022-02-22,26058
2,2022-02-23,34582
3,2022-02-24,38564
4,2022-02-25,40103
5,2022-02-26,32758
6,2022-02-27,33831
7,2022-02-28,43523
8,2022-03-01,44358
9,2022-03-02,45951
10,2022-03-03,46578
11,2022-03-04,46269
12,2022-03-05,37403
13,2022-03-06,38390
14,2022-03-07,48775
15,2022-03-08,49325
16,2022-03-09,50105
17,2022-03-10,50518
18,2022-03-11,49853
19,2022-03-12,40237
20,2022-03-13,40937
21,2022-03-14,52190
22,2022-03-15,52845
23,2022-03-16,52961
24,2022-03-17,52932
25,2022-03-18,51943
26,2022-03-19,41716
27,2022-03-20,41526
28,2022-03-21,50851
29,2022-03-22,52548
30,2022-03-23,54730
31,2022-03-24,53618
32,2022-03-25,51168
33,2022-03-26,38560
34,2022-03-27,39373
35,2022-03-28,52284
36,2022-03-29,52556
37,2022-03-30,52500
38,2022-03-31,52623
39,2022-04-01,51628
40,2022-04-02,39716
41,2022-04-03,39666
42,2022-04-04,52128
43,2022-04-05,52664
44,2022-04-06,54002
45,2022-04-07,54190
46,2022-04-08,53158
47,2022-04-09,39951
48,2022-04-10,40838
49,2022-04-11,54794
50,2022-04-12,54959
51,2022-04-13,54798
52,2022-04-14,53431
53,2022-04-15,48057
54,2022-04-16,38784
55,2022-04-17,39348
56,2022-04-18,51729
57,2022-04-19,56658
58,2022-04-20,56602
59,2022-04-21,55745
60,2022-04-22,54382
61,2022-04-23,40543
62,2022-04-24,42567
63,2022-04-25,56204
64,2022-04-26,56963
65,2022-04-27,56440
66,2022-04-28,56338
67,2022-04-29,53811
68,2022-04-30,40081
69,2022-05-01,40310
70,2022-05-02,51643
71,2022-05-03,52736
72,2022-05-04,53446
73,2022-05-05,54765
74,2022-05-06,54291
75,2022-05-07,41855
76,2022-05-08,41874
77,2022-05-09,56175
78,2022-05-10,55198
79,2022-05-11,55984
80,2022-05-12,56453
81,2022-05-13,55859
82,2022-05-14,41455
83,2022-05-15,42701
84,2022-05-16,57988
85,2022-05-17,58418
86,2022-05-18,58419
87,2022-05-19,57735
88,2022-05-20,55676
89,2022-05-21,40322
90,2022-05-22,41807
91,2022-05-23,57135
92,2022-05-24,59073
93,2022-05-25,61184
94,2022-05-26,59166
95,2022-05-27,59116
96,2022-05-28,44547
97,2022-05-29,47135
98,2022-05-30,61612
99,2022-05-31,66547
100,2022-06-01,67717
101,2022-06-02,68736
102,2022-06-03,66120
103,2022-06-04,50408
104,2022-06-05,52370
105,2022-06-06,71289
106,2022-06-07,76036
107,2022-06-08,76970
108,2022-06-09,77441
109,2022-06-10,75570
110,2022-06-11,55444
111,2022-06-12,57833
112,2022-06-13,80276
113,2022-06-14,81365
114,2022-06-15,81939
115,2022-06-16,80389
116,2022-06-17,79755
117,2022-06-18,58791
118,2022-06-19,61703
119,2022-06-20,84701
120,2022-06-21,86689
121,2022-06-22,87155
122,2022-06-23,86777
123,2022-06-24,83810
124,2022-06-25,61668
125,2022-06-26,64602
126,2022-06-27,88367
127,2022-06-28,88386
128,2022-06-29,87993
129,2022-06-30,88422
130,2022-07-01,86608
131,2022-07-02,62155
132,2022-07-03,64806
133,2022-07-04,83784
134,2022-07-05,90610
135,2022-07-06,93257
136,2022-07-07,93525
137,2022-07-08,91003
138,2022-07-09,65662
139,2022-07-10,68892
140,2022-07-11,94913
141,2022-07-12,95619
142,2022-07-13,96189
143,2022-07-14,95582
144,2022-07-15,93597
145,2022-07-16,67713
146,2022-07-17,69511
147,2022-07-18,97489
148,2022-07-19,99477
149,2022-07-20,99770
150,2022-07-21,99981
151,2022-07-22,97500
152,2022-07-23,71120
153,2022-07-24,74487
154,2022-07-25,101994
155,2022-07-26,102818
156,2022-07-27,103190
157,2022-07-28,102793
158,2022-07-29,100219
159,2022-07-30,73460
160,2022-07-31,77327
161,2022-08-01,104759
162,2022-08-02,106223
163,2022-08-03,105917
164,2022-08-04,105625
165,2022-08-05,102438
166,2022-08-06,74771
167,2022-08-07,78359
168,2022-08-08,107630
169,2022-08-09,108066
170,2022-08-10,107864
171,2022-08-11,105223
172,2022-08-12,101965
173,2022-08-13,74240
174,2022-08-14,73048
175,2022-08-15,83501
176,2022-08-16,72561
177,2022-08-17,105351
178,2022-08-18,112606
179,2022-08-19,109803
180,2022-08-20,80470
181,2022-08-21,85069
182,2022-08-22,116563
183,2022-08-23,117155
184,2022-08-24,117668
185,2022-08-25,120283
186,2022-08-26,117904
187,2022-08-27,85608
188,2022-08-28,90534
189,2022-08-29,123606
190,2022-08-30,124050
191,2022-08-31,122897
192,2022-09-01,116260
193,2022-09-02,113527
194,2022-09-03,84501
195,2022-09-04,86825
196,2022-09-05,116149
197,2022-09-06,134590
198,2022-09-07,134987
199,2022-09-08,134637
200,2022-09-09,126679
201,2022-09-10,91777
202,2022-09-11,96857
203,2022-09-12,134203
204,2022-09-13,140053
205,2022-09-14,140653
206,2022-09-15,140306
207,2022-09-16,135342
208,2022-09-17,97990
209,2022-09-18,101451
210,2022-09-19,141213
211,2022-09-20,144761
212,2022-09-21,145017
213,2022-09-22,142374
214,2022-09-23,131451
215,2022-09-24,100067
216,2022-09-25,107031
217,2022-09-26,145582
218,2022-09-27,144630
219,2022-09-28,149356
220,2022-09-29,149603
221,2022-09-30,144901
222,2022-10-01,103529
223,2022-10-02,105483
224,2022-10-03,144799
225,2022-10-04,149205
226,2022-10-05,149724
227,2022-10-06,150923
228,2022-10-07,147556
229,2022-10-08,110701
230,2022-10-09,111255
231,2022-10-10,152264
232,2022-10-11,160037
233,2022-10-12,159275
234,2022-10-13,160107
235,2022-10-14,156467
236,2022-10-15,112858
237,2022-10-16,118436
238,2022-10-17,162778
239,2022-10-18,164451
240,2022-10-19,169329
241,2022-10-20,189469
242,2022-10-21,191892
243,2022-10-22,138861
244,2022-10-23,146430
245,2022-10-24,203464
246,2022-10-25,207246
247,2022-10-26,210212
248,2022-10-27,211383
249,2022-10-28,205715
250,2022-10-29,148048
251,2022-10-30,155953
252,2022-10-31,213461
253,2022-11-01,212233
254,2022-11-02,218801
255,2022-11-03,219853
256,2022-11-04,215760
257,2022-11-05,157239
258,2022-11-06,165758
259,2022-11-07,229489
260,2022-11-08,230564
261,2022-11-09,230617
262,2022-11-10,229156
263,2022-11-11,216893
264,2022-11-12,157506
265,2022-11-13,159804
266,2022-11-14,220356
267,2022-11-15,235940
268,2022-11-16,239107
269,2022-11-17,238074
270,2022-11-18,231542
271,2022-11-19,168161
272,2022-11-20,175541
273,2022-11-21,238420
274,2022-11-22,237894
275,2022-11-23,236357
276,2022-11-24,223358
277,2022-11-25,218783
278,2022-11-26,168280
279,2022-11-27,180327
280,2022-11-28,249743
281,2022-11-29,251521
282,2022-11-30,252699
283,2022-12-01,251217
284,2022-12-02,244231
285,2022-12-03,178842
286,2022-12-04,185700
287,2022-12-05,252847
288,2022-12-06,247882
289,2022-12-07,218727
290,2022-12-08,207633
291,2022-12-09,235009
292,2022-12-10,173436
293,2022-12-11,178435
294,2022-12-12,205519
295,2022-12-13,169955
296,2022-12-14,250725
297,2022-12-15,265186
298,2022-12-16,255697
299,2022-12-17,187358
300,2022-12-18,190785
301,2022-12-19,260374
302,2022-12-20,260065
303,2022-12-21,257381
304,2022-12-22,251544
305,2022-12-23,232478
306,2022-12-24,172257
307,2022-12-25,167702
308,2022-12-26,194267
309,2022-12-27,210672
310,2022-12-28,232621
311,2022-12-29,229501
312,2022-12-30,218474
313,2022-12-31,175312
314,2023-01-01,169799
315,2023-01-02,218269
316,2023-01-03,261839
317,2023-01-04,271172
318,2023-01-05,274316
319,2023-01-06,264128
320,2023-01-07,204441
321,2023-01-08,206614
322,2023-01-09,288212
323,2023-01-10,292063
324,2023-01-11,293358
325,2023-01-12,291542
326,2023-01-13,284174
327,2023-01-14,208845
328,2023-01-15,216110
329,2023-01-16,284457
330,2023-01-17,292194
331,2023-01-18,289213
332,2023-01-19,284037
333,2023-01-20,271324
334,2023-01-21,197698
335,2023-01-22,197465
336,2023-01-23,262468
337,2023-01-24,264456
338,2023-01-25,258229
339,2023-01-26,221565
340,2023-01-27,119843
