,point_timestamp,point_value
0,2021-06-15,0
1,2021-06-16,1
2,2021-06-17,0
3,2021-06-18,0
4,2021-06-19,0
5,2021-06-20,0
6,2021-06-21,0
7,2021-06-22,0
8,2021-06-23,0
9,2021-06-24,0
10,2021-06-25,0
11,2021-06-26,0
12,2021-06-27,0
13,2021-06-28,0
14,2021-06-29,0
15,2021-06-30,0
16,2021-07-01,0
17,2021-07-02,0
18,2021-07-03,0
19,2021-07-04,0
20,2021-07-05,0
21,2021-07-06,0
22,2021-07-07,0
23,2021-07-08,0
24,2021-07-09,0
25,2021-07-10,0
26,2021-07-11,0
27,2021-07-12,0
28,2021-07-13,0
29,2021-07-14,1
30,2021-07-15,12
31,2021-07-16,32
32,2021-07-17,31
33,2021-07-18,13
34,2021-07-19,36
35,2021-07-20,41
36,2021-07-21,64
37,2021-07-22,73
38,2021-07-23,77
39,2021-07-24,55
40,2021-07-25,39
41,2021-07-26,44
42,2021-07-27,36
43,2021-07-28,55
44,2021-07-29,70
45,2021-07-30,90
46,2021-07-31,62
47,2021-08-01,41
48,2021-08-02,102
49,2021-08-03,131
50,2021-08-04,114
51,2021-08-05,111
52,2021-08-06,102
53,2021-08-07,107
54,2021-08-08,65
55,2021-08-09,69
56,2021-08-10,73
57,2021-08-11,81
58,2021-08-12,80
59,2021-08-13,81
60,2021-08-14,83
61,2021-08-15,76
62,2021-08-16,63
63,2021-08-17,53
64,2021-08-18,52
65,2021-08-19,74
66,2021-08-20,75
67,2021-08-21,63
68,2021-08-22,51
69,2021-08-23,55
70,2021-08-24,65
71,2021-08-25,74
72,2021-08-26,57
73,2021-08-27,53
74,2021-08-28,55
75,2021-08-29,45
76,2021-08-30,52
77,2021-08-31,66
78,2021-09-01,68
79,2021-09-02,75
80,2021-09-03,75
81,2021-09-04,48
82,2021-09-05,41
83,2021-09-06,84
84,2021-09-07,102
85,2021-09-08,90
86,2021-09-09,100
87,2021-09-10,92
88,2021-09-11,38
89,2021-09-12,32
90,2021-09-13,45
91,2021-09-14,62
92,2021-09-15,62
93,2021-09-16,49
94,2021-09-17,61
95,2021-09-18,46
