,point_timestamp,point_value
0,2021-10-15,
1,2021-10-16,442918.0
2,2021-10-17,111549.0
3,2021-10-18,500495.0
4,2021-10-19,544160.0
5,2021-10-20,684934.0
6,2021-10-21,524389.0
7,2021-10-22,453165.0
8,2021-10-23,219074.0
9,2021-10-24,97109.0
10,2021-10-25,545324.0
11,2021-10-26,628799.0
12,2021-10-27,481737.0
13,2021-10-28,699760.0
14,2021-10-29,519495.0
15,2021-10-30,235306.0
16,2021-10-31,82640.0
17,2021-11-01,499960.0
18,2021-11-02,630969.0
19,2021-11-03,602901.0
20,2021-11-04,591257.0
21,2021-11-05,530609.0
22,2021-11-06,169858.0
23,2021-11-07,85890.0
24,2021-11-08,489468.0
25,2021-11-09,776160.0
26,2021-11-10,636896.0
27,2021-11-11,494682.0
28,2021-11-12,546847.0
29,2021-11-13,258175.0
30,2021-11-14,95225.0
31,2021-11-15,492573.0
32,2021-11-16,651314.0
33,2021-11-17,567228.0
34,2021-11-18,459319.0
35,2021-11-19,654469.0
36,2021-11-20,234728.0
37,2021-11-21,88432.0
38,2021-11-22,503425.0
39,2021-11-23,568110.0
40,2021-11-24,493543.0
41,2021-11-25,239235.0
42,2021-11-26,158068.0
43,2021-11-27,228991.0
44,2021-11-28,93478.0
45,2021-11-29,580090.0
46,2021-11-30,678290.0
47,2021-12-01,703114.0
48,2021-12-02,557388.0
49,2021-12-03,554934.0
50,2021-12-04,265421.0
51,2021-12-05,83218.0
52,2021-12-06,501671.0
53,2021-12-07,606918.0
54,2021-12-08,766184.0
55,2021-12-09,519864.0
56,2021-12-10,430834.0
57,2021-12-11,249067.0
58,2021-12-12,74268.0
59,2021-12-13,463012.0
60,2021-12-14,611183.0
61,2021-12-15,492338.0
62,2021-12-16,605872.0
63,2021-12-17,587724.0
64,2021-12-18,206580.0
65,2021-12-19,87144.0
66,2021-12-20,474674.0
67,2021-12-21,590307.0
68,2021-12-22,685358.0
69,2021-12-23,484150.0
70,2021-12-24,227839.0
71,2021-12-25,48566.0
72,2021-12-26,80933.0
73,2021-12-27,435147.0
74,2021-12-28,601413.0
75,2021-12-29,476563.0
76,2021-12-30,617983.0
77,2021-12-31,336493.0
78,2022-01-01,119217.0
79,2022-01-02,96255.0
80,2022-01-03,535178.0
81,2022-01-04,690118.0
82,2022-01-05,782488.0
83,2022-01-06,566875.0
84,2022-01-07,650899.0
85,2022-01-08,195079.0
86,2022-01-09,80863.0
87,2022-01-10,491557.0
88,2022-01-11,702789.0
89,2022-01-12,533090.0
90,2022-01-13,487697.0
91,2022-01-14,524004.0
92,2022-01-15,243373.0
93,2022-01-16,107420.0
94,2022-01-17,334623.0
95,2022-01-18,596511.0
96,2022-01-19,565296.0
97,2022-01-20,613187.0
98,2022-01-21,506878.0
99,2022-01-22,245416.0
100,2022-01-23,96416.0
101,2022-01-24,509524.0
102,2022-01-25,732460.0
103,2022-01-26,517606.0
104,2022-01-27,498179.0
105,2022-01-28,487266.0
106,2022-01-29,245568.0
107,2022-01-30,106073.0
108,2022-01-31,502927.0
109,2022-02-01,663068.0
110,2022-02-02,537773.0
111,2022-02-03,543811.0
112,2022-02-04,499890.0
113,2022-02-05,282496.0
114,2022-02-06,84792.0
115,2022-02-07,511224.0
116,2022-02-08,658648.0
117,2022-02-09,638320.0
118,2022-02-10,536858.0
119,2022-02-11,498647.0
120,2022-02-12,235694.0
121,2022-02-13,85948.0
122,2022-02-14,502943.0
123,2022-02-15,552590.0
124,2022-02-16,571852.0
125,2022-02-17,515898.0
126,2022-02-18,534652.0
127,2022-02-19,266641.0
128,2022-02-20,116007.0
129,2022-02-21,459276.0
130,2022-02-22,623618.0
131,2022-02-23,543810.0
132,2022-02-24,648675.0
133,2022-02-25,565745.0
134,2022-02-26,306934.0
135,2022-02-27,130887.0
136,2022-02-28,597140.0
137,2022-03-01,659492.0
138,2022-03-02,685807.0
139,2022-03-03,641408.0
140,2022-03-04,531121.0
141,2022-03-05,284409.0
142,2022-03-06,106051.0
143,2022-03-07,550392.0
144,2022-03-08,46761.0
145,2022-03-09,741621.0
146,2022-03-10,560043.0
