,point_timestamp,point_value
0,2021-01-02,3512074
1,2021-01-03,3508261
2,2021-01-04,3481300
3,2021-01-05,3507154
4,2021-01-06,3502240
5,2021-01-07,3488234
6,2021-01-08,3510722
7,2021-01-09,3536961
8,2021-01-10,3511071
9,2021-01-11,3490789
10,2021-01-12,3530243
11,2021-01-13,3521083
12,2021-01-14,3539468
13,2021-01-15,3557435
14,2021-01-16,3576138
15,2021-01-17,3554703
16,2021-01-18,3534557
17,2021-01-19,3567017
18,2021-01-20,3571738
19,2021-01-21,3591790
20,2021-01-22,3618212
21,2021-01-23,3618456
22,2021-01-24,3581588
23,2021-01-25,3558967
24,2021-01-26,3596197
25,2021-01-27,3617068
26,2021-01-28,3636060
27,2021-01-29,3645878
28,2021-01-30,3674218
29,2021-01-31,3637782
30,2021-02-01,3612201
31,2021-02-02,3641179
32,2021-02-03,3650226
33,2021-02-04,3682778
34,2021-02-05,3708232
35,2021-02-06,3716461
36,2021-02-07,3694448
37,2021-02-08,3667051
38,2021-02-09,3705750
39,2021-02-10,3743997
40,2021-02-11,3764970
41,2021-02-12,3789183
42,2021-02-13,3821529
43,2021-02-14,3806403
44,2021-02-15,3786943
45,2021-02-16,3817544
46,2021-02-17,3834547
47,2021-02-18,3864161
48,2021-02-19,3882903
49,2021-02-20,3906199
50,2021-02-21,3890383
51,2021-02-22,3871783
52,2021-02-23,3927066
53,2021-02-24,3968974
54,2021-02-25,3994430
55,2021-02-26,4011664
56,2021-02-27,4018742
57,2021-02-28,3992370
58,2021-03-01,3976523
59,2021-03-02,4036081
60,2021-03-03,4037376
61,2021-03-04,4039346
62,2021-03-05,4041176
63,2021-03-06,4060506
64,2021-03-07,3981958
65,2021-03-08,3981835
66,2021-03-09,4085636
67,2021-03-10,4072565
68,2021-03-11,4095335
69,2021-03-12,4121909
70,2021-03-13,4170785
71,2021-03-14,4138694
72,2021-03-15,4116479
73,2021-03-16,4165374
74,2021-03-17,4196474
75,2021-03-18,4222952
76,2021-03-19,4226099
77,2021-03-20,4259441
78,2021-03-21,4237583
79,2021-03-22,4218241
80,2021-03-23,4276511
81,2021-03-24,4298334
82,2021-03-25,4325162
83,2021-03-26,4332272
84,2021-03-27,4350401
85,2021-03-28,4329477
86,2021-03-29,4311274
87,2021-03-30,4343163
88,2021-03-31,4368462
89,2021-04-01,4421198
90,2021-04-02,4444706
91,2021-04-03,4442611
92,2021-04-04,4425669
93,2021-04-05,4407465
94,2021-04-06,4413829
95,2021-04-07,4441649
96,2021-04-08,4460447
97,2021-04-09,4492408
98,2021-04-10,4519268
99,2021-04-11,4480592
100,2021-04-12,4460272
101,2021-04-13,4493597
102,2021-04-14,4492250
103,2021-04-15,4502873
104,2021-04-16,4513220
105,2021-04-17,4526681
106,2021-04-18,4505245
107,2021-04-19,4480913
108,2021-04-20,4509974
109,2021-04-21,4517462
110,2021-04-22,4524859
111,2021-04-23,4540992
112,2021-04-24,4535538
113,2021-04-25,4506630
